"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers","missing_Sqft"
"21092",4,"ROCKAWAY PARK            ","07  RENTALS - WALKUP APARTMENTS             ","2A",16215,12,NA,"C2","249 BEACH 119TH STREET                   ","            ",11694,"6","0","6"," 4,000 "," 2,636 ",1929,2,"C2"," 515,000 ","8/16/2016",515000,2636,4000,0,FALSE
"21093",4,"ROCKAWAY PARK            ","07  RENTALS - WALKUP APARTMENTS             ","2",16216,15,NA,"C5","241 BEACH 120 STREET                     ","            ",11694,"11","0","11"," 6,000 "," 2,520 ",1929,2,"C5"," 635,000 ","8/8/2016",635000,2520,6000,0,FALSE
"21094",4,"ROCKAWAY PARK            ","07  RENTALS - WALKUP APARTMENTS             ","2A",16232,74,NA,"C2","170 BEACH 123 STREET                     ","            ",11694,"6","0","6"," 6,000 "," 3,900 ",1929,2,"C2"," 700,000 ","6/8/2016",7e+05,3900,6000,0,FALSE
"21135",4,"ROCKAWAY PARK            ","22  STORE BUILDINGS                         ","4",16212,20,NA,"K2","2-51 BEACH 116 STREET                    ","            ",11694,"0","1","1"," 2,000 "," 2,414 ",1922,4,"K2"," 659,000 ","8/3/2016",659000,2414,2000,0,FALSE
"21137",4,"ROCKAWAY PARK            ","22  STORE BUILDINGS                         ","4",16212,28,NA,"K2","217 BEACH 116 STREET                     ","            ",11694,"2","2","4"," 4,000 "," 5,100 ",1929,4,"K2"," 590,000 ","5/4/2016",590000,5100,4000,0,FALSE
"21138",4,"ROCKAWAY PARK            ","29  COMMERCIAL GARAGES                      ","4",16155,1,NA,"G9","99-20 ROCKAWAY BEACH BLVD                ","            ",11694,"1","1","2"," 3,145 "," 3,683 ",1919,4,"G9"," 975,000 ","8/12/2016",975000,3683,3145,0,FALSE
"21160",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12867,3,NA,"A2","240-31 128TH   ROAD                      ","            ",11422,"1","0","1"," 4,000 "," 1,094 ",1955,1,"A2"," 210,000 ","12/30/2016",210000,1094,4000,0,FALSE
"21161",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12886,56,NA,"A2","240-26 128TH ROAD                        ","            ",11422,"1","0","1"," 3,996 "," 1,080 ",1955,1,"A2"," 459,000 ","7/1/2016",459000,1080,3996,0,FALSE
"21163",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12889,7,NA,"A2","129-33 BROOKVILLE BOULEVARD              ","            ",11422,"1","0","1"," 4,988 "," 1,196 ",1965,1,"A2"," 436,000 ","10/31/2016",436000,1196,4988,0,FALSE
"21164",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12890,32,NA,"A1","240-22 129TH ROAD                        ","            ",11422,"1","0","1"," 4,590 "," 1,300 ",1920,1,"A1"," 559,000 ","3/13/2017",559000,1300,4590,0,FALSE
"21166",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12917,270,NA,"A2","242-35 130TH   ROAD                      ","            ",11422,"1","0","1"," 3,600 "," 919 ",1950,1,"A2"," 312,500 ","6/24/2016",312500,919,3600,0,FALSE
"21167",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12920,95,NA,"A1","244-16 STEPHANIE DRIVE                   ","            ",11422,"1","0","1"," 5,180 "," 2,264 ",2000,1,"A1"," 600,000 ","6/28/2016",6e+05,2264,5180,0,FALSE
"21168",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12949,21,NA,"A2","241-07 132ND   AVENUE                    ","            ",11422,"1","0","1"," 4,000 "," 837 ",1955,1,"A2"," 355,000 ","10/10/2016",355000,837,4000,0,FALSE
"21169",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12950,3,NA,"A2","242-07 131ST   ROAD                      ","            ",11422,"1","0","1"," 4,193 "," 837 ",1960,1,"A2"," 425,000 ","3/30/2017",425000,837,4193,0,FALSE
"21170",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12950,236,NA,"A2","243-23 131 ROAD                          ","            ",11422,"1","0","1"," 7,120 "," 1,175 ",1940,1,"A2"," 535,000 ","10/7/2016",535000,1175,7120,0,FALSE
"21171",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12953,216,NA,"A1","131-46 HOOK CREEK BOULEVARD              ","            ",11422,"1","0","1"," 11,850 "," 2,332 ",1925,1,"A1"," 625,000 ","7/28/2016",625000,2332,11850,0,FALSE
"21172",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13204,76,NA,"A2","134-54 241ST   STREET                    ","            ",11422,"1","0","1"," 3,920 "," 1,181 ",1950,1,"A2"," 381,000 ","5/10/2016",381000,1181,3920,0,FALSE
"21173",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13207,1,NA,"A1","243-17 134TH AVENUE                      ","            ",11422,"1","0","1"," 4,000 "," 1,928 ",1920,1,"A1"," 535,000 ","10/14/2016",535000,1928,4000,0,FALSE
"21175",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13211,9,NA,"A2","133-86 HOOK CREEK BOULEVARD              ","            ",11422,"1","0","1"," 3,880 "," 1,208 ",1930,1,"A2"," 235,000 ","2/21/2017",235000,1208,3880,0,FALSE
"21176",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13213,43,NA,"A2","134-24 243RD STREET                      ","            ",11422,"1","0","1"," 4,000 "," 917 ",1955,1,"A2"," 305,000 ","2/1/2017",305000,917,4000,0,FALSE
"21177",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13215,12,NA,"A9","134-35 244TH STREET                      ","            ",11422,"1","0","1"," 4,000 "," 1,089 ",1930,1,"A9"," 165,000 ","7/29/2016",165000,1089,4000,0,FALSE
"21178",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13221,1,NA,"A2","240-19 136TH AVENUE                      ","            ",11422,"1","0","1"," 4,000 "," 1,753 ",1945,1,"A2"," 464,275 ","3/8/2017",464275,1753,4000,0,FALSE
"21179",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13221,37,NA,"A2","135-14 241ST STREET                      ","            ",11422,"1","0","1"," 4,000 "," 952 ",1940,1,"A2"," 395,000 ","6/28/2016",395000,952,4000,0,FALSE
"21181",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13225,43,NA,"A2","135-36 245TH STREET                      ","            ",11422,"1","0","1"," 3,000 "," 960 ",1930,1,"A2"," 365,000 ","9/2/2016",365000,960,3000,0,FALSE
"21182",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13226,12,NA,"A2","135-21A 245TH   STREET                   ","            ",11422,"1","0","1"," 4,000 "," 1,000 ",1950,1,"A2"," 400,000 ","12/9/2016",4e+05,1000,4000,0,FALSE
"21183",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13227,23,NA,"A1","246-11 135TH   ROAD                      ","            ",11422,"1","0","1"," 4,000 "," 1,040 ",1955,1,"A1"," 390,000 ","6/9/2016",390000,1040,4000,0,FALSE
"21184",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13227,25,NA,"A2","246-07 135TH   ROAD                      ","            ",11422,"1","0","1"," 4,000 "," 1,378 ",1955,1,"A2"," 361,000 ","3/10/2017",361000,1378,4000,0,FALSE
"21185",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13228,7,NA,"A2","246-02 135 ROAD                          ","            ",11422,"1","0","1"," 4,000 "," 1,100 ",1935,1,"A2"," 380,500 ","1/10/2017",380500,1100,4000,0,FALSE
"21186",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13234,13,NA,"A0","136-31 BROOKVILLE BOULEVARD              ","            ",11422,"1","0","1"," 5,420 "," 1,742 ",1955,1,"A0"," 466,001 ","7/20/2016",466001,1742,5420,0,FALSE
"21187",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13234,26,NA,"A1","136-07 BROOKVILLE BOULEVARD              ","            ",11422,"1","0","1"," 3,560 "," 1,912 ",1955,1,"A1"," 430,000 ","9/30/2016",430000,1912,3560,0,FALSE
"21191",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13242,46,NA,"A2","136-08 HOOK CREEK BOULEVARD              ","            ",11422,"1","0","1"," 4,424 "," 960 ",1950,1,"A2"," 335,000 ","5/20/2016",335000,960,4424,0,FALSE
"21194",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13243,81,NA,"A2","244-35 137 AVENUE                        ","            ",11422,"1","0","1"," 4,000 "," 1,433 ",1935,1,"A2"," 460,000 ","8/12/2016",460000,1433,4000,0,FALSE
"21195",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13246,9,NA,"A2","137-03 244TH   STREET                    ","            ",11422,"1","0","1"," 4,000 "," 968 ",1925,1,"A2"," 480,000 ","11/16/2016",480000,968,4000,0,FALSE
"21196",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13246,27,NA,"A2","137-14 246TH   STREET                    ","            ",11422,"1","0","1"," 4,720 "," 1,080 ",1925,1,"A2"," 515,000 ","7/6/2016",515000,1080,4720,0,FALSE
"21203",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13436,47,NA,"A2","223-04 147TH   AVENUE                    ","            ",11413,"1","0","1"," 4,830 "," 1,008 ",1950,1,"A2"," 261,250 ","6/24/2016",261250,1008,4830,0,FALSE
"21204",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13436,66,NA,"A2","147-30 224TH STREET                      ","            ",11413,"1","0","1"," 3,800 "," 472 ",1920,1,"A2"," 225,000 ","8/3/2016",225000,472,3800,0,FALSE
"21205",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13454,21,NA,"A2","146-11 220 STREET                        ","            ",11413,"1","0","1"," 4,000 "," 1,290 ",1940,1,"A2"," 465,000 ","7/28/2016",465000,1290,4000,0,FALSE
"21208",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13464,35,NA,"A5","230-02 146TH   AVENUE                    ","            ",11413,"1","0","1"," 2,500 "," 1,204 ",1925,1,"A5"," 455,000 ","9/15/2016",455000,1204,2500,0,FALSE
"21209",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13465,24,NA,"A2","146-15 230 PLACE                         ","            ",11413,"1","0","1"," 4,400 "," 900 ",1950,1,"A2"," 250,000 ","3/1/2017",250000,900,4400,0,FALSE
"21210",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13468,9,NA,"A2","220-03 146TH   AVENUE                    ","            ",11413,"1","0","1"," 4,000 "," 1,385 ",1930,1,"A2"," 250,000 ","9/13/2016",250000,1385,4000,0,FALSE
"21212",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13469,1,NA,"A2","145-98 222ND STREET                      ","            ",11413,"1","0","1"," 3,750 "," 1,125 ",1950,1,"A2"," 225,000 ","8/24/2016",225000,1125,3750,0,FALSE
"21214",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13471,36,NA,"A1","145-45 223RD   STREET                    ","            ",11413,"1","0","1"," 2,850 "," 952 ",1920,1,"A1"," 495,000 ","10/5/2016",495000,952,2850,0,FALSE
"21216",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13471,62,NA,"A5","14572 224TH STREET                       ","            ",11413,"1","0","1"," 2,500 "," 1,368 ",1965,1,"A5"," 315,000 ","12/21/2016",315000,1368,2500,0,FALSE
"21218",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13472,14,NA,"A5","145-81 224TH STREET                      ","            ",11413,"1","0","1"," 2,375 "," 1,908 ",1965,1,"A5"," 308,000 ","3/13/2017",308000,1908,2375,0,FALSE
"21219",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13472,15,NA,"A5","145-77 224TH STREET                      ","            ",11413,"1","0","1"," 2,375 "," 1,908 ",1965,1,"A5"," 395,000 ","12/28/2016",395000,1908,2375,0,FALSE
"21220",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13472,27,NA,"A2","145-51 224TH   STREET                    ","            ",11413,"1","0","1"," 3,000 "," 1,320 ",1930,1,"A2"," 315,000 ","6/17/2016",315000,1320,3000,0,FALSE
"21221",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13472,60,NA,"A1","145-88 225TH   STREET                    ","            ",11413,"1","0","1"," 3,400 "," 2,100 ",1965,1,"A1"," 485,000 ","2/21/2017",485000,2100,3400,0,FALSE
"21224",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13473,24,NA,"A5","145-53 225TH   STREET                    ","            ",11413,"1","0","1"," 2,844 "," 1,368 ",1960,1,"A5"," 387,855 ","6/24/2016",387855,1368,2844,0,FALSE
"21226",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13479,5,NA,"A2","222-09 145TH ROAD                        ","            ",11413,"1","0","1"," 3,800 "," 1,196 ",1955,1,"A2"," 464,000 ","12/7/2016",464000,1196,3800,0,FALSE
"21227",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13481,16,NA,"A2","224-08 145TH AVENUE                      ","            ",11413,"1","0","1"," 3,800 "," 1,029 ",1930,1,"A2"," 385,000 ","1/26/2017",385000,1029,3800,0,FALSE
"21229",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13482,1,NA,"A1","145-33 225 STREET                        ","            ",11413,"1","0","1"," 2,535 "," 1,312 ",1920,1,"A1"," 435,000 ","9/29/2016",435000,1312,2535,0,FALSE
"21230",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13482,7,NA,"A1","145-23 225TH   STREET                    ","            ",11413,"1","0","1"," 2,414 "," 1,146 ",1931,1,"A1"," 427,450 ","5/24/2016",427450,1146,2414,0,FALSE
"21231",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13483,17,NA,"A2","226-04 145 AVE                           ","            ",11413,"1","0","1"," 4,000 "," 1,034 ",1950,1,"A2"," 570,000 ","1/31/2017",570000,1034,4000,0,FALSE
"21232",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13483,26,NA,"A2","226-20 145TH   AVENUE                    ","            ",11413,"1","0","1"," 4,300 "," 1,125 ",1950,1,"A2"," 310,000 ","6/30/2016",310000,1125,4300,0,FALSE
"21233",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13487,22,NA,"A5","145-41 230TH   STREET                    ","            ",11413,"1","0","1"," 2,200 "," 1,120 ",1960,1,"A5"," 440,000 ","5/10/2016",440000,1120,2200,0,FALSE
"21234",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13487,35,NA,"A2","145-15 230 STREET                        ","            ",11413,"1","0","1"," 3,000 "," 2,713 ",1930,1,"A2"," 300,000 ","6/29/2016",3e+05,2713,3000,0,FALSE
"21235",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13487,66,NA,"A1","145-40 230TH PLACE                       ","            ",11413,"1","0","1"," 5,500 "," 1,982 ",1925,1,"A1"," 310,000 ","12/8/2016",310000,1982,5500,0,FALSE
"21237",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13491,18,NA,"A2","144-27 221ST   STREET                    ","            ",11413,"1","0","1"," 4,850 "," 920 ",1930,1,"A2"," 325,000 ","7/18/2016",325000,920,4850,0,FALSE
"21238",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13494,48,NA,"A2","144-51 224TH   STREET                    ","            ",11413,"1","0","1"," 5,400 "," 900 ",1950,1,"A2"," 435,000 ","8/19/2016",435000,900,5400,0,FALSE
"21239",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13497,56,NA,"A2","144-26 228TH STREET                      ","            ",11413,"1","0","1"," 4,000 "," 1,000 ",1960,1,"A2"," 375,000 ","8/8/2016",375000,1000,4000,0,FALSE
"21241",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13500,77,NA,"B3","144-39 230TH STREET                      ","            ",11413,"2","0","2"," 4,000 "," 2,398 ",1920,1,"A2"," 378,000 ","5/27/2016",378000,2398,4000,0,FALSE
"21248",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13516,65,NA,"A5","142-35 231ST   STREET                    ","            ",11413,"1","0","1"," 2,000 "," 1,280 ",1940,1,"A5"," 265,000 ","12/7/2016",265000,1280,2000,0,FALSE
"21249",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13517,5,NA,"A5","232-15 143RD AVE                         ","            ",11413,"1","0","1"," 2,468 "," 1,544 ",1940,1,"A5"," 405,000 ","10/6/2016",405000,1544,2468,0,FALSE
"21250",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13538,177,NA,"A2","145-69 232ND   STREET                    ","            ",11413,"1","0","1"," 5,082 "," 936 ",1950,1,"A2"," 312,000 ","8/3/2016",312000,936,5082,0,FALSE
"21251",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13540,105,NA,"A1","240-18 EDGEWOOD ST                       ","            ",11422,"1","0","1"," 3,785 "," 1,748 ",1925,1,"A1"," 465,000 ","12/6/2016",465000,1748,3785,0,FALSE
"21252",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13547,12,NA,"A1","241-29 MAYDA ROAD                        ","            ",11422,"1","0","1"," 3,000 "," 1,384 ",1920,1,"A1"," 320,000 ","3/22/2017",320000,1384,3000,0,FALSE
"21253",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13549,23,NA,"A1","24105 145 AVENUE                         ","            ",11422,"1","0","1"," 3,000 "," 1,640 ",1925,1,"A1"," 250,000 ","6/27/2016",250000,1640,3000,0,FALSE
"21254",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13553,43,NA,"A1","241-22 WELLER AVENUE                     ","            ",11422,"1","0","1"," 3,000 "," 1,656 ",1930,1,"A1"," 510,000 ","6/27/2016",510000,1656,3000,0,FALSE
"21255",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13555,39,NA,"A2","241-30 143RD   AVENUE                    ","            ",11422,"1","0","1"," 4,000 "," 840 ",1950,1,"A2"," 365,000 ","7/25/2016",365000,840,4000,0,FALSE
"21258",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13559,5,NA,"A2","141-12 243RD   STREET                    ","            ",11422,"1","0","1"," 4,000 "," 840 ",1945,1,"A2"," 405,000 ","2/28/2017",405000,840,4000,0,FALSE
"21260",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13563,22,NA,"A1","241-05 MEMPHIS AVENUE                    ","            ",11422,"1","0","1"," 3,000 "," 944 ",1925,1,"A1"," 343,000 ","10/28/2016",343000,944,3000,0,FALSE
"21263",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13570,37,NA,"A1","243-51 144TH   AVENUE                    ","            ",11422,"1","0","1"," 3,000 "," 1,316 ",1935,1,"A1"," 455,000 ","2/23/2017",455000,1316,3000,0,FALSE
"21264",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13571,47,NA,"A5","243-14 WELLER AVENUE                     ","            ",11422,"1","0","1"," 2,000 "," 1,200 ",2006,1,"A5"," 445,000 ","3/30/2017",445000,1200,2000,0,FALSE
"21265",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13571,47,NA,"A5","243-14 WELLER AVENUE                     ","            ",11422,"1","0","1"," 2,000 "," 1,200 ",2006,1,"A5"," 250,000 ","10/14/2016",250000,1200,2000,0,FALSE
"21266",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13581,10,NA,"A5","249-41 145TH   AVENUE                    ","            ",11422,"1","0","1"," 3,605 "," 1,600 ",1970,1,"A5"," 360,000 ","5/13/2016",360000,1600,3605,0,FALSE
"21267",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13581,23,NA,"A2","249-15 145TH   AVENUE                    ","            ",11422,"1","0","1"," 4,500 "," 1,110 ",1960,1,"A2"," 350,000 ","3/21/2017",350000,1110,4500,0,FALSE
"21269",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13584,51,NA,"A5","144-42 WELLER LANE                       ","            ",11422,"1","0","1"," 3,000 "," 1,440 ",1965,1,"A5"," 265,000 ","8/8/2016",265000,1440,3000,0,FALSE
"21270",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13598,25,NA,"A5","140-17 246TH STREET                      ","            ",11422,"1","0","1"," 1,750 "," 904 ",1920,1,"A5"," 235,000 ","4/6/2017",235000,904,1750,0,FALSE
"21271",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13601,13,NA,"A1","258-07 FRANCIS LEWIS BLVD                ","            ",11422,"1","0","1"," 7,515 "," 1,501 ",1920,1,"A1"," 442,000 ","11/3/2016",442000,1501,7515,0,FALSE
"21273",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13605,19,NA,"A2","140-39 255TH   STREET                    ","            ",11422,"1","0","1"," 4,000 "," 1,464 ",1955,1,"A2"," 422,300 ","10/11/2016",422300,1464,4000,0,FALSE
"21274",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13605,47,NA,"A2","141-32 256TH   STREET                    ","            ",11422,"1","0","1"," 4,275 "," 1,125 ",1955,1,"A2"," 461,500 ","10/17/2016",461500,1125,4275,0,FALSE
"21276",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13609,36,NA,"A1","139-22 CANEY LANE                        ","            ",11422,"1","0","1"," 5,008 "," 1,900 ",1930,1,"A1"," 900,000 ","1/17/2017",9e+05,1900,5008,0,FALSE
"21277",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13616,9,NA,"A1","142-12 HOOK CREEK BLVD                   ","            ",11422,"1","0","1"," 2,653 "," 1,760 ",2004,1,"A1"," 427,750 ","1/18/2017",427750,1760,2653,0,FALSE
"21278",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13624,39,NA,"A2","137-16 250 STREET                        ","            ",11422,"1","0","1"," 4,000 "," 1,173 ",1955,1,"A2"," 440,000 ","12/12/2016",440000,1173,4000,0,FALSE
"21279",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13626,9,NA,"A2","141-03 HOOK CREEK BOULEVARD              ","            ",11422,"1","0","1"," 5,674 "," 1,280 ",1955,1,"A2"," 160,000 ","12/20/2016",160000,1280,5674,0,FALSE
"21282",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13642,26,NA,"A1","249-20 148TH   ROAD                      ","            ",11422,"1","0","1"," 2,600 "," 1,236 ",1965,1,"A1"," 420,000 ","11/21/2016",420000,1236,2600,0,FALSE
"21284",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13647,82,NA,"A5","253-20 147TH   AVENUE                    ","            ",11422,"1","0","1"," 3,916 "," 1,440 ",1960,1,"A5"," 465,000 ","1/13/2017",465000,1440,3916,0,FALSE
"21286",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13648,40,NA,"A2","253-57 147TH ROAD                        ","            ",11422,"1","0","1"," 4,150 "," 1,100 ",1970,1,"A2"," 340,000 ","2/9/2017",340000,1100,4150,0,FALSE
"21288",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13651,58,NA,"A5","253-07 148TH   AVENUE                    ","            ",11422,"1","0","1"," 2,280 "," 1,156 ",1960,1,"A5"," 200,000 ","6/20/2016",2e+05,1156,2280,0,FALSE
"21289",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13663,14,NA,"A1","258-12 147TH AVENUE                      ","            ",11422,"1","0","1"," 3,450 "," 1,440 ",1960,1,"A1"," 355,000 ","8/15/2016",355000,1440,3450,0,FALSE
"21290",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13667,36,NA,"A2","255-56 148TH   ROAD                      ","            ",11422,"1","0","1"," 5,000 "," 704 ",1960,1,"A2"," 403,900 ","8/9/2016",403900,704,5000,0,FALSE
"21291",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13670,24,NA,"B3","257-15 147 DRIVE                         ","            ",11422,"2","0","2"," 4,000 "," 2,384 ",1935,1,"A2"," 780,000 ","8/15/2016",780000,2384,4000,0,FALSE
"21293",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13672,52,NA,"A2","257-23 148TH ROAD                        ","            ",11422,"1","0","1"," 4,000 "," 950 ",1953,1,"A2"," 255,000 ","12/29/2016",255000,950,4000,0,FALSE
"21294",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13673,18,NA,"A1","25728 148 ROAD                           ","            ",11422,"1","0","1"," 4,000 "," 1,936 ",1960,1,"A1"," 364,000 ","11/2/2016",364000,1936,4000,0,FALSE
"21295",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13673,45,NA,"A2","257-43 148TH   DRIVE                     ","            ",11422,"1","0","1"," 4,000 "," 1,125 ",1950,1,"A2"," 502,350 ","3/29/2017",502350,1125,4000,0,FALSE
"21296",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13673,45,NA,"A2","257-43 148TH DRIVE                       ","            ",11422,"1","0","1"," 4,000 "," 1,125 ",1950,1,"A2"," 485,000 ","6/7/2016",485000,1125,4000,0,FALSE
"21297",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13674,44,NA,"A5","257-49 149TH   AVENUE                    ","            ",11422,"1","0","1"," 2,467 "," 1,440 ",1960,1,"A5"," 488,000 ","3/6/2017",488000,1440,2467,0,FALSE
"21298",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13674,44,NA,"A5","257-49 149 AVENUE                        ","            ",11422,"1","0","1"," 2,467 "," 1,440 ",1960,1,"A5"," 275,000 ","8/25/2016",275000,1440,2467,0,FALSE
"21301",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13675,10,NA,"A5","257-08 149TH AVENUE                      ","            ",11422,"1","0","1"," 2,500 "," 1,088 ",1955,1,"A5"," 275,000 ","4/3/2017",275000,1088,2500,0,FALSE
"21303",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13675,31,NA,"A5","257-54 149 AVENUE                        ","            ",11422,"1","0","1"," 2,500 "," 1,088 ",1950,1,"A5"," 415,000 ","7/20/2016",415000,1088,2500,0,FALSE
"21305",4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13683,52,NA,"A2","259-20 147TH   ROAD                      ","            ",11422,"1","0","1"," 4,000 "," 1,125 ",1955,1,"A2"," 435,000 ","7/20/2016",435000,1125,4000,0,FALSE
